MOLREGNO,SMILES,MOST_ACIDIC,MOST_BASIC,TRADE_NAME,CHARGE_STATE,Name,CX_Acidic_1,CX_Acidic_2,CX_Basic_1,CX_Basic_2,Delta Acidic,Delta Basic,N_Count,O_Count,Organic
27029,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,,0.5,PENTOXIFYLLINE,Neutral,27029,,,,,,,4.0,3.0,True
27111,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,11.31,9.49,IMITREX,Charged,27111,,,9.54,,,-0.05,3.0,2.0,True
27152,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,12.13,,CELESTONE,Neutral,27152,,,,,,,0.0,5.0,True
27229,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,12.36,,CORTAN,Neutral,27229,,,,,,,0.0,5.0,True
27251,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,,8.62,EXELON,Charged,27251,,,8.89,,,-0.27,2.0,2.0,True
27307,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,9.55,,COMBIVIR,Neutral,27307,,,,,,,5.0,4.0,True
27308,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,11.54,2.72,VFEND,Neutral,27308,,,,,,,5.0,1.0,True
27340,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],11.03,,AMPHICOL,Neutral,27340,,,,,,,2.0,5.0,True
27370,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,12.46,,CHLOROPTIC-P S.O.P.,Neutral,27370,,,,,,,0.0,5.0,True
27419,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,,2.29,HALCION,Neutral,27419,,,,,,,4.0,0.0,True
27570,CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,13.91,9.54,CORGARD,Charged,27570,,,9.76,,,-0.22,1.0,4.0,True
27575,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,12.47,,MEDROL,Neutral,27575,,,,,,,0.0,5.0,True
27604,CNC(=C/[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,,7.31,AXID,Neutral,27604,,,,,,,5.0,2.0,True
27609,Clc1cccc(Cl)c1NC2=NCCN2,,8.1,CATAPRES-TTS-1,Charged,27609,,,8.16,,,-0.06,3.0,0.0,True
27610,CN1CCN2C(C1)c3ccccc3Cc4cccnc24,,8.1,MIRTAZAPINE,Charged,27610,,,,,,,3.0,0.0,True
27626,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,10.27,,ACTIVELLA,Neutral,27626,,,,,,,0.0,2.0,True
27648,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,,2.37,ALPRAZOLAM,Neutral,27648,,,,,,,4.0,0.0,True
27912,Cc1ncc([N+](=O)[O-])n1CCO,,2.58,FLAGYL,Neutral,27912,,,,,,,3.0,3.0,True
27986,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,,6.47,ITRACONAZOLE,Neutral,27986,,,,,,,8.0,4.0,True
28310,S=P(N1CC1)(N2CC2)N3CC3,,2.74,THIOPLEX,Neutral,28310,,,,,,,3.0,0.0,True
28331,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2,,,ANTARA (MICRONIZED),Neutral,28331,,,,,,,0.0,4.0,True
28699,[Na+].NCCCC(O)(P(=O)(O)O)P(=O)(O)[O-],1.67,10.31,ALENDRONATE SODIUM,Charged,28699,0.69,1.45,9.91,,0.98,0.4,1.0,7.0,True
28768,[Na+].[Na+].NCCC(O)(P(=O)(O)[O-])P(=O)(O)[O-],1.44,8.93,AREDIA,Charged,28768,0.67,1.43,9.86,,0.77,-0.93,1.0,7.0,True
28939,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,9.59,8.4,ARESTOCAINE HYDROCHLORIDE W/ LEVONORDEFRIN,Charged,28939,,,8.96,,,-0.56,1.0,3.0,True
28976,CNC[C@H](O)c1ccc(O)c(O)c1,9.6,9.16,ADRENACLICK,Charged,28976,,,8.91,,,0.25,1.0,3.0,True
29090,CCOC(=O)c1cncn1[C@H](C)c2ccccc2,,4.23,AMIDATE,Neutral,29090,,,,,,,2.0,2.0,True
29637,COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3,10.52,4.7,MEBENDAZOLE,Neutral,29637,,,,,,,3.0,3.0,True
29989,Cc1cccc(Nc2ccccc2C(=O)O)c1C,3.73,,MEFENAMIC ACID,Charged,29989,3.89,,,,-0.16,,1.0,2.0,True
30072,CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O,,8.92,ABSTRAL,Charged,30072,,,8.77,,,0.15,2.0,8.0,True
30180,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,13.14,,ARIDOL KIT,Neutral,30180,,,,,,,0.0,6.0,True
30602,[Na+].CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@@H]12,4.31,,PRAVACHOL,Charged,30602,4.21,,,,0.1,,0.0,7.0,True
31241,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,10.24,,ALESSE,Neutral,31241,,,,,,,0.0,2.0,True
31289,Nc1ccncc1,,9.26,AMPYRA,Charged,31289,,,8.95,,,0.31,2.0,0.0,True
31422,OCC(O)CO,13.68,,PROCALAMINE,Neutral,31422,,,,,,,0.0,3.0,True
31491,[Na+].Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)[O-],2.44,,BACTOCILL,Charged,31491,3.75,,,,-1.31,,3.0,5.0,True
31804,CN1C(=O)OC(C)(C)C1=O,,,TRIDIONE,Neutral,31804,,,,,,,1.0,3.0,True
31811,CCC1(C)CC(=O)NC1=O,9.7,,ETHOSUXIMIDE,Neutral,31811,,,,,,,1.0,2.0,True
31857,CN1C(=O)CC(C)(C1=O)c2ccccc2,,,CELONTIN,Neutral,31857,,,,,,,1.0,2.0,True
32027,CCCCNc1ccc(cc1)C(=O)OCCN(C)C,,8.24,PLIAGLIS,Charged,32027,,,8.42,,,-0.18,2.0,2.0,True
32842,Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2,8.54,2.13,SULFAPYRIDINE,Neutral,32842,6.24,,,,2.3,,3.0,2.0,True
32869,NCC(CC(=O)O)c1ccc(Cl)cc1,4.05,10.33,BACLOFEN,Charged,32869,3.89,,9.79,,0.16,0.54,1.0,2.0,True
33202,Nc1ccc(O)c(c1)C(=O)O,1.9,5.43,APRISO,Charged,33202,2.02,,,,-0.12,,1.0,3.0,True
33216,CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C,4.73,,PANRETIN,Charged,33216,5.0,,,,-0.27,,0.0,2.0,True
33254,CCCCCCCCCCCCCCCCO,,,EXOSURF NEONATAL,Neutral,33254,,,,,,,0.0,1.0,True
33307,C[C@H](Cc1cc2CCN(CCCO)c2c(c1)C(=O)N)NCCOc3ccccc3OCC(F)(F)F,,8.78,RAPAFLO,Charged,33307,,,9.66,,,-0.88,3.0,4.0,True
33576,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4,,8.92,CAPRELSA,Charged,33576,,,9.13,,,-0.21,4.0,2.0,True
33679,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,,,FINASTERIDE,Neutral,33679,,,,,,,2.0,2.0,True
33727,O=C1C(C(=O)c2ccccc12)c3ccccc3,7.72,,HEDULIN,Neutral,33727,4.88,,,,2.84,,0.0,2.0,True
33809,COc1ccc(cc1)C2C(=O)c3ccccc3C2=O,8.64,,MIRADON,Neutral,33809,4.5,,,,4.14,,0.0,3.0,True
33889,NC1=Nc2c(ncn2[C@H]3C[C@H](O)[C@@H](CO)C3=C)C(=O)N1,9.64,2.64,BARACLUDE,Neutral,33889,,,,,,,5.0,3.0,True
33986,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2,13.83,4.18,COMBIVIR,Neutral,33986,,,,,,,3.0,3.0,True
34094,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,9.99,9.62,ALBUTEROL,Charged,34094,,,9.4,,,0.22,1.0,3.0,True
34197,CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24,,7.78,OLANZAPINE,Neutral,34197,,,7.64,,,0.14,4.0,0.0,True
34608,C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(OC(=O)C)C(=O)C)[C@@]4(C)CCC(=O)C=C14,,,AMEN,Neutral,34608,,,,,,,0.0,4.0,True
35271,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]2CO[C@@H](CC(=CC(=O)OCCCCCCCCC(=O)O)C)[C@H](O)[C@@H]2O,4.78,,BACTROBAN,Charged,35271,4.83,,,,-0.05,,0.0,9.0,True
35486,OCc1ccccc1,,,ULESFIA,Neutral,35486,,,,,,,0.0,1.0,True
36662,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,13.9,8.24,CARVEDILOL,Charged,36662,,,8.74,,,-0.5,2.0,4.0,True
36864,NC1=Nc2[nH]cnc2C(=S)N1,6.79,2.45,THIOGUANINE,Neutral,36864,,,,,,,5.0,0.0,True
37266,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,,7.66,COMPAZINE,Neutral,37266,,,8.39,,,-0.73,3.0,0.0,True
37309,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C.OS(=O)(=O)O,13.4,8.24,CODEINE SULFATE,Charged,37309,,,9.19,,,-0.95,1.0,7.0,True
37316,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)COc3c(C)cccc3C)Cc4ccccc4,13.89,,KALETRA,Neutral,37316,,,,,,,4.0,5.0,True
37493,[O-][N+](=O)OCC(CO[N+](=O)[O-])O[N+](=O)[O-],,,MINITRAN,Neutral,37493,,,,,,,3.0,9.0,True
37820,CC(=O)NO,9.26,,LITHOSTAT,Neutral,37820,,,,,,,1.0,2.0,True
38569,[Na+].CCCC(C)C1(CC)C(=O)NC(=NC1=O)[S-],7.11,,PENTOTHAL,Neutral,38569,6.65,,,,0.46,,2.0,2.0,True
38588,[Na+].CCC#CC(C)C1(CC=C)C(=O)[N-]C(=O)N(C)C1=O,7.82,,BREVITAL SODIUM,Neutral,38588,,,,,,,2.0,3.0,True
38727,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,,5.39,LAMICTAL,Neutral,38727,,,,,,,5.0,0.0,True
38898,Nc1nc2ccc(OC(F)(F)F)cc2s1,,2.96,RILUTEK,Neutral,38898,,,,,,,2.0,1.0,True
39624,[Cl-].C[n+]1ccccc1C=NO,7.98,,ATNAA,Neutral,39624,5.78,,,,2.2,,2.0,1.0,True
39857,NS(=O)(=O)Cc1noc2ccccc12,9.56,,ZONEGRAN,Neutral,39857,,,,,,,2.0,3.0,True
40536,[Na+].Nc1c(CC(=O)[O-])cccc1C(=O)c2ccc(Br)cc2,4.07,,BROMDAY,Charged,40536,3.81,,,,0.26,,1.0,3.0,True
41644,[Na+].[Na+].[Na+].[O-]C(=O)P(=O)([O-])[O-],0.78,,FOSCARNET SODIUM,Charged,41644,-0.1,3.5,,,0.88,,0.0,5.0,True
43740,N[C@@H]1CONC1=O,,5.93,SEROMYCIN,Neutral,43740,4.21,,8.36,,,-2.43,2.0,2.0,True
43952,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,,7.25,CAM-AP-ES,Neutral,43952,,,7.3,,,-0.05,2.0,9.0,True
44010,NCC(=O)O,2.43,9.64,AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER,Charged,44010,2.31,,9.24,,0.12,0.4,1.0,2.0,True
44920,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O,,,ADCIRCA,Neutral,44920,,,,,,,3.0,4.0,True
46385,OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4,9.83,12.86,MAZANOR,Charged,46385,,,,,,,2.0,1.0,True
46726,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,5.25,,ORINASE,Charged,46726,4.33,,,,0.92,,2.0,3.0,True
46727,CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O,3.61,,NATEGLINIDE,Charged,46727,4.0,,,,-0.39,,1.0,3.0,True
47340,CCC(=C(/c1ccccc1)c2ccc(OCCN(C)C)cc2)c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O,,8.69,NOLVADEX,Charged,47340,,,8.76,,,-0.07,1.0,8.0,True
47675,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(I)C(=O)NC2=O,7.94,,DENDRID,Neutral,47675,,,,,,,2.0,5.0,True
48701,NC1=NC(=O)N(C[C@@H](CO)OCP(=O)(O)O)C=C1,1.56,4.42,CIDOFOVIR,Charged,48701,1.05,,,,0.51,,3.0,6.0,True
49842,COC(=O)C(C1CCCCN1)c2ccccc2,,9.51,DAYTRANA,Charged,49842,,,9.09,,,0.42,1.0,2.0,True
49869,CN1C(=O)CC(C1=O)c2ccccc2,,,MILONTIN,Neutral,49869,,,,,,,1.0,2.0,True
50440,O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1,,2.19,CILOSTAZOL,Neutral,50440,,,,,,,5.0,2.0,True
51042,Nc1cc(nc(N)[n+]1[O-])N2CCCCC2,,5.54,LONITEN,Neutral,51042,,,,,,,5.0,1.0,True
51056,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O,4.85,,EC-NAPROSYN,Charged,51056,4.19,,,,0.66,,0.0,3.0,True
51182,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,13.48,4.26,CYTARABINE,Neutral,51182,,,,,,,3.0,5.0,True
52087,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],13.12,,EULEXIN,Neutral,52087,,,,,,,2.0,3.0,True
53686,CN1N=Nc2c(ncn2C1=O)C(=O)N,,,TEMODAR,Neutral,53686,,,,,,,6.0,2.0,True
54149,[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,,,MESTINON,Neutral,54149,,,,,,,2.0,2.0,True
54547,CN1C2CCCC1CC(C2)NC(=O)c3nn(C)c4ccccc34,12.34,10.5,SANCUSO,Charged,54547,,,9.0,,,1.5,4.0,1.0,True
56131,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,6.07,3.26,TOLAZAMIDE,Neutral,56131,4.07,,,,2.0,,3.0,3.0,True
56644,CS(=O)(=O)OCCCCOS(=O)(=O)C,,,BUSULFEX,Neutral,56644,,,,,,,0.0,6.0,True
56831,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,,6.92,LAMISIL,Neutral,56831,,,8.94,,,-2.02,1.0,0.0,True
57175,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,6.04,8.19,PENETREX,Charged,57175,5.5,,8.59,,0.54,-0.4,4.0,3.0,True
58232,COc1cc(NC(C)CCCN)c2ncccc2c1.OP(=O)(O)O.OP(=O)(O)O,,10.38,ARALEN PHOSPHATE W/ PRIMAQUINE PHOSPHATE,Charged,58232,,,10.2,,,0.18,3.0,9.0,True
59519,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24,,7.32,ADASUVE,Neutral,59519,,,7.58,,,-0.26,3.0,1.0,True
60232,[O-][S+](CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)c4ccccc4,1.4,,ANTURANE,Charged,60232,3.41,,,,-2.01,,2.0,3.0,True
61680,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,-0.24,1.34,AZACTAM,Charged,61680,-1.88,3.2,,,1.64,,5.0,8.0,True
61682,CC(C)(ON=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3ccccc3)c4csc(N)n4)C(=O)O,2.43,1.34,CEFTAZIDIME,Charged,61682,2.77,3.38,,,-0.34,,6.0,7.0,True
61945,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,13.12,5.25,POTIGA,Neutral,61945,,,,,,,3.0,2.0,True
62111,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,,7.63,BOSULIF,Neutral,62111,,,8.43,,,-0.8,5.0,3.0,True
62615,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,5.95,,ALDOCLOR-150,Charged,62615,6.49,,,,-0.54,,3.0,4.0,True
62701,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3.OC(=O)C=C/C(=O)O,6.34,6.5,AVANDAMET,Neutral,62701,6.84,,,,-0.5,,3.0,7.0,True
63100,Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12,10.75,,POMALYST,Neutral,63100,,,,,,,3.0,4.0,True
63252,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2C(=CC=C/3C[C@@H](O)C[C@H](O)C3=C)CCC[C@]12C,,,CALCIJEX,Neutral,63252,,,,,,,0.0,3.0,True
63445,CC(C)NCC1CCc2cc(CO)c(cc2N1)[N+](=O)[O-],13.8,9.83,VANSIL,Charged,63445,,,9.89,,,-0.06,3.0,3.0,True
63649,Nc1cccc2C(=O)N(Cc12)C3CCC(=O)NC3=O,10.75,2.77,REVLIMID,Neutral,63649,,,,,,,3.0,3.0,True
64200,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,7.8,,COLGATE TOTAL,Neutral,64200,,,,,,,0.0,2.0,True
65351,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,6.42,8.59,ZAGAM,Charged,65351,5.75,,8.79,,0.67,-0.2,4.0,3.0,True
65415,N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,2.12,9.54,ALKERAN,Charged,65415,1.29,,9.51,,0.83,0.03,2.0,2.0,True
65494,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,,4.26,HIVID,Neutral,65494,,,,,,,3.0,3.0,True
65728,CCC1(C(=O)NCNC1=O)c2ccccc2,12.26,,MYSOLINE,Neutral,65728,,,,,,,2.0,2.0,True
65798,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,4.74,,BEROCCA PN,Charged,65798,4.4,,,,0.34,,2.0,3.0,True
66016,CCC1(NC(=O)N(C)C1=O)c2ccccc2,8.08,,MESANTOIN,Neutral,66016,,,,,,,2.0,2.0,True
67010,Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N,9.83,,BEXTRA,Neutral,67010,,,,,,,2.0,3.0,True
68396,COc1c(C)c2COC(=O)c2c(O)c1CC=C(/C)CCC(=O)O,4.71,,MYCOPHENOLIC ACID,Charged,68396,3.57,,,,1.14,,0.0,6.0,True
68607,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,9.94,,ETOPOSIDE,Neutral,68607,,,,,,,0.0,13.0,True
68817,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,4.59,,TELEPAQUE,Charged,68817,2.85,,,,1.74,,1.0,2.0,True
69277,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN5CCC[C@]25C=C1OC,11.6,6.38,SYNRIBO,Neutral,69277,,,9.42,,,-3.04,1.0,9.0,True
70239,NC(=O)NN=Cc1oc(cc1)[N+](=O)[O-],10.98,,ACTIN-N,Neutral,70239,,,,,,,4.0,4.0,True
72036,CC(=O)N1CCN(CC1)c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,,6.88,EXTINA,Neutral,72036,,,,,,,4.0,4.0,True
72430,[Na+].Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,3.59,,MECLODIUM,Charged,72430,3.79,,,,-0.2,,1.0,2.0,True
73547,NC[C@@H]1CC[C@H](CC1)C(=O)O,4.65,10.27,CYKLOKAPRON,Charged,73547,4.56,,10.22,,0.09,0.05,1.0,2.0,True
73548,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,10.0,,DIULO,Neutral,73548,,,,,,,3.0,3.0,True
74284,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(=O)C,,4.0,FAMCICLOVIR,Neutral,74284,,,,,,,5.0,4.0,True
74911,NC1=NC(=O)N(C=C1F)[C@@H]2CS[C@H](CO)O2,13.83,2.4,ATRIPLA,Neutral,74911,,,,,,,3.0,3.0,True
76963,OC(C(O)C(=O)O)C(=O)O.Oc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]5(CCCC[C@@]35O)c2c1,10.07,7.97,BUTORPHANOL TARTRATE,Neutral,76963,,,10.7,,,-2.73,1.0,8.0,True
77474,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,3.69,,BENEMID,Charged,77474,3.53,,,,0.16,,1.0,4.0,True
77652,OC(=O)c1cc(ccc1O)c2ccc(F)cc2F,2.94,,DIFLUNISAL,Charged,77652,2.69,,,,0.25,,0.0,3.0,True
78303,NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1,7.35,8.23,"CALCIUM CARBONATE, FAMOTIDINE AND MAGNESIUM HYDROXIDE",Charged,78303,,,7.98,,,0.25,7.0,2.0,True
78902,Cl.COC(=O)[C@@H]([C@H]1CCCCN1)c2ccccc2,,9.51,DEXMETHYLPHENIDATE HYDROCHLORIDE,Charged,78902,,,9.09,,,0.42,1.0,2.0,True
80209,CN(C)CCC=C/1c2ccccc2Sc3ccc(Cl)cc13,,9.05,TARACTAN,Charged,80209,,,9.76,,,-0.71,1.0,0.0,True
82047,[Na+].[Na+].CCCc1c2OC(=CC(=O)c2cc3C(=O)C=C(N(CC)c13)C(=O)[O-])C(=O)[O-],2.19,,ALOCRIL,Charged,82047,2.27,3.11,,,-0.08,,1.0,7.0,True
82983,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,7.63,,FLOXURIDINE,Neutral,82983,,,,,,,2.0,5.0,True
83000,NC(=O)NC(=O)Cc1ccccc1,12.38,,PHENURONE,Neutral,83000,,,,,,,2.0,2.0,True
83044,[Na+].[Na+].[O-]P(=O)([O-])OCN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3,1.74,,CEREBYX,Charged,83044,1.46,6.5,,,0.28,,2.0,6.0,True
83515,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc12)OCOC(=O)C(C)(C)C,,4.16,HEPSERA,Neutral,83515,,,,,,,5.0,8.0,True
83838,OC(Cn1ccnc1)(P(=O)(O)O)P(=O)(O)O,1.41,6.78,RECLAST,Charged,83838,0.66,1.42,,,0.75,,2.0,7.0,True
84251,CCCCCOc1ccc(cc1)c2ccc(cc2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)cc7)[C@@H](C)O,,,ERAXIS,Neutral,84251,,,,,,,7.0,17.0,True
84482,N[C@@H](Cc1ccc(O)cc1)C(=O)O,2.25,9.09,TPN,Charged,84482,2.0,,9.19,,0.25,-0.1,1.0,3.0,True
84624,Nc1nc(cs1)C(=NO)C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)C=C,2.82,2.03,CEFDINIR,Charged,84624,1.74,3.2,7.45,,1.08,-5.42,5.0,5.0,True
84644,[Na+].[O-][N+](=O)c1ccc(cc1)c2oc(C=NN3CC(=O)[N-]C3=O)cc2,7.68,,DANTRIUM,Neutral,84644,,,,,,,4.0,5.0,True
85233,CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3cc4cc(NS(=O)(=O)C)ccc4[nH]3.CS(=O)(=O)O,9.02,9.17,RESCRIPTOR,Charged,85233,,,,,,,6.0,6.0,True
85305,N[C@@H](CCC(=O)N)C(=O)O,2.27,9.36,NUTRESTORE,Charged,85305,2.15,,9.31,,0.12,0.05,2.0,3.0,True
85649,FC(F)(F)C(Cl)Br,,,FLUOTHANE,Neutral,85649,,,,,,,0.0,0.0,False
86042,OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO,13.54,6.47,AGGRENOX,Neutral,86042,,,,,,,8.0,4.0,True
86284,CC(C)(C(=O)c1cccnc1)c2cccnc2,,4.61,METOPIRONE,Neutral,86284,,,,,,,2.0,1.0,True
86784,CCN(CC)C(=O)N1CCN(C)CC1.OC(=O)CC(O)(CC(=O)O)C(=O)O,,7.15,HETRAZAN,Neutral,86784,,,,,,,3.0,8.0,True
88100,CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4,11.47,2.51,KALETRA,Neutral,88100,,,,,,,6.0,5.0,True
88232,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,,7.0,IRESSA,Neutral,88232,,,,,,,4.0,3.0,True
88316,NCC1(CC(=O)O)CCCCC1,4.73,10.27,GABAPENTIN,Charged,88316,4.63,,9.91,,0.1,0.36,1.0,2.0,True
88739,COC[C@@H](NC(=O)C)C(=O)NCc1ccccc1,,,VIMPAT,Neutral,88739,,,,,,,2.0,3.0,True
88841,CC(=O)Oc1ccc(cc1)C(c2ccc(OC(=O)C)cc2)c3ccccn3,,4.69,HALFLYTELY,Neutral,88841,,,,,,,1.0,4.0,True
89357,Cl.CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,,9.14,CHLOROPROCAINE HYDROCHLORIDE,Charged,89357,,,8.96,,,0.18,2.0,2.0,True
91369,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,,,PANTOPAQUE,Neutral,91369,,,,,,,0.0,2.0,True
